,entity,tag,Sentence #,POS
153,requests,0,0,NNS
154,NULL.,0,0,NNP
155,Confirmation,0,0,NN
156,of,0,0,IN
157,the,0,0,DT
158,client,0,0,NN
159,ID,0,0,NN
160,must,0,0,MD
161,be,0,0,VB
162,done,0,0,VBN
163,via,0,0,IN
164,the,0,0,DT
165,SETCLIENTID_CONFIRM,0,0,NN
166,operation,0,0,NN
167,to,0,0,TO
168,return,0,0,NN
169,the,0,0,DT
170,client,0,0,NN
171,ID,0,0,NN
172,and,0,0,CC
173,setclientid_confirm,0,0,NN
174,values,0,0,NNS
175,as,0,0,IN
176,verifiers,0,0,NNS
177,to,0,0,TO
178,the,0,0,DT
179,server,0,0,NN
180,NULL.,0,0,NNP
181,Two,0,0,CD
182,verifiers,0,0,NNS
183,are,0,0,VBP
184,necessary,0,0,JJ
185,because,0,0,IN
186,it,0,0,PRP
187,is,0,0,VBZ
188,possible,0,0,JJ
189,to,0,0,TO
190,use,0,0,NN
191,SETCLIENTID,0,0,NN
192,and,0,0,CC
193,SETCLIENTID_CONFIRM,0,0,NN
194,to,0,0,TO
195,modify,0,0,NN
196,the,0,0,DT
197,callback,0,0,NN
198,and,0,0,CC
199,callback_ident,0,0,NN
200,information,0,0,NN
201,but,0,0,CC
202,not,0,0,RB
203,the,0,0,DT
204,shorthand,0,0,NN
205,client,0,0,NN
206,ID,0,0,NN
207,NULL.,0,0,NNP
208,In,0,0,IN
209,that,0,0,IN
210,event,0,0,NN
211,the,0,0,DT
212,setclientid_confirm,0,0,NN
213,value,0,0,NN
214,is,0,0,VBZ
215,effectively,0,0,RB
216,the,0,0,DT
217,only,0,0,RB
218,verifier,0,0,NN
219,The,0,0,DT
220,callback,0,0,NN
221,information,0,0,NN
222,provided,0,0,VBN
223,in,0,0,IN
224,this,0,0,DT
225,operation,0,0,NN
226,will,0,0,MD
227,be,0,0,VB
228,used,0,0,VBN
229,if,0,0,IN
230,the,0,0,DT
231,client,0,0,NN
232,is,0,0,VBZ
233,provided,0,0,VBN
234,an,0,0,DT
235,open,0,0,JJ
236,delegation,0,0,NN
237,at,0,0,IN
238,a,0,0,DT
239,future,0,0,NN
240,point,0,0,NN
241,NULL.,0,0,NNP
242,Therefore,0,0,RB
243,the,0,0,DT
244,client,0,0,NN
245,must,0,0,MD
246,correctly,0,0,RB
247,reflect,0,0,NN
248,the,0,0,DT
249,program,0,0,NN
250,and,0,0,CC
251,port,0,0,NN
252,numbers,0,0,NNS
253,for,0,0,IN
254,the,0,0,DT
255,callback,0,0,NN
256,program,0,0,NN
257,at,0,0,IN
258,the,0,0,DT
259,time,0,0,NN
260,SETCLIENTID,0,0,NN
261,is,0,0,VBZ
262,used,0,0,VBN
263,The,0,0,DT
264,callback_ident,Variable,0,NN
265,value,0,0,NN
266,is,0,0,VBZ
267,used,0,0,VBN
268,by,0,0,IN
269,the,0,0,DT
270,server,0,0,NN
271,on,0,0,IN
272,the,0,0,DT
273,callback,0,0,NN
274,NULL.,0,0,NNP
275,The,0,0,DT
276,client,0,0,NN
277,can,0,0,MD
278,leverage,0,0,NN
279,the,0,0,DT
280,callback_ident,Variable,0,NN
281,to,0,0,TO
282,eliminate,0,0,NN
283,the,0,0,DT
284,need,0,0,NN
285,for,0,0,IN
286,more,0,0,RBR
287,than,0,0,IN
288,one,0,0,CD
289,callback,0,0,NN
290,RPC,0,0,NN
291,program,0,0,NN
292,number,0,0,NN
293,while,0,0,IN
294,still,0,0,RB
295,being,0,0,VBG
296,able,0,0,JJ
297,to,0,0,TO
298,determine,0,0,NN
299,which,0,0,WDT
300,server,0,0,NN
301,is,0,0,VBZ
302,initiating,0,0,VBG
303,the,0,0,DT
304,callback,0,0,NN
305,16.33.5.,0,0,CD
306,To,0,0,TO
307,understand,0,0,NN
308,how,0,0,WRB
309,to,0,0,TO
310,implement,0,0,NN
311,SETCLIENTID,0,0,NN
312,make,0,0,VB
313,the,0,0,DT
314,following,0,0,VBG
315,notations,0,0,NNS
316,NULL.,0,0,NNP
317,x,0,0,NN
318,be,0,0,VB
319,the,0,0,DT
320,value,0,0,NN
321,of,0,0,IN
322,the,0,0,DT
323,client.id,0,0,NN
324,subfield,0,0,NN
325,of,0,0,IN
326,the,0,0,DT
327,SETCLIENTID4args,0,0,NN
328,structure,0,0,NN
329,v,0,0,NN
330,be,0,0,VB
331,the,0,0,DT
332,value,0,0,NN
333,of,0,0,IN
334,the,0,0,DT
335,client.verifier,0,0,NN
336,subfield,0,0,NN
337,of,0,0,IN
338,the,0,0,DT
339,SETCLIENTID4args,0,0,NN
340,structure,0,0,NN
341,c,0,0,NNS
342,be,0,0,VB
343,the,0,0,DT
344,value,0,0,NN
345,of,0,0,IN
346,the,0,0,DT
347,client,0,0,NN
348,ID,0,0,NN
349,field,0,0,NN
350,returned,0,0,VBN
351,in,0,0,IN
352,the,0,0,DT
353,SETCLIENTID4resok,0,0,NN
354,structure,0,0,NN
355,k,0,0,NN
356,represent,0,0,NN
357,the,0,0,DT
358,value,0,0,NN
359,combination,0,0,NN
360,of,0,0,IN
361,the,0,0,DT
362,callback,0,0,NN
363,and,0,0,CC
364,callback_ident,0,0,NN
365,fields,0,0,NNS
366,of,0,0,IN
367,the,0,0,DT
368,SETCLIENTID4args,0,0,NN
369,structure,0,0,NN
370,s,0,0,NN
371,be,0,0,VB
372,the,0,0,DT
373,setclientid_confirm,0,0,NN
374,value,0,0,NN
375,returned,0,0,VBN
376,in,0,0,IN
377,the,0,0,DT
378,SETCLIENTID4resok,0,0,NN
379,structure,0,0,NN
380,,0,0,.
381,v,0,0,NN
382,x,0,0,NN
383,c,0,0,NNS
384,k,0,0,NN
385,s,0,0,NN
386,,0,0,.
387,be,0,0,VB
388,a,0,0,DT
389,quintuple,0,0,NN
390,for,0,0,IN
391,a,0,0,DT
392,client,0,0,NN
393,record,0,0,NN
394,NULL.,0,0,NNP
395,A,0,0,DT
396,client,0,0,NN
397,record,0,0,NN
398,is,0,0,VBZ
399,confirmed,0,0,VBN
400,if,0,0,IN
401,there,0,0,RB
402,has,0,0,VBZ
403,been,0,0,VBN
404,a,0,0,DT
405,SETCLIENTID_CONFIRM,0,0,NN
406,operation,0,0,NN
407,to,0,0,TO
408,confirm,0,0,NN
409,it,0,0,PRP
410,NULL.,0,0,NNP
411,Otherwise,0,0,RB
412,it,0,0,PRP
413,is,0,0,VBZ
414,unconfirmed,0,0,JJ
415,NULL.,0,0,NNP
416,An,0,0,DT
417,unconfirmed,0,0,JJ
418,record,0,0,NN
419,is,0,0,VBZ
420,established,0,0,VBN
421,by,0,0,IN
422,a,0,0,DT
423,SETCLIENTID,0,0,NN
424,call,0,0,NN
425,Since,0,0,IN
426,SETCLIENTID,0,0,NN
427,is,0,0,VBZ
428,a,0,0,DT
429,non-idempotent,0,0,JJ
430,operation,0,0,NN
431,let,0,0,VB
432,us,0,0,PRP
433,assume,0,0,VB
434,that,0,0,IN
435,the,0,0,DT
436,server,0,0,NN
437,is,0,0,VBZ
438,implementing,0,0,VBG
439,the,0,0,DT
440,duplicate,0,0,NN
441,request,0,0,NN
442,cache,0,0,NN
443,DRC,0,0,NN
444,When,0,0,WRB
445,the,0,0,DT
446,server,0,0,NN
447,gets,0,0,VBZ
448,a,0,0,DT
449,SETCLIENTID,0,0,NN
450,,0,0,.
451,v,0,0,NN
452,x,0,0,NN
453,k,0,0,NN
454,,0,0,.
455,request,0,0,NN
456,it,0,0,PRP
457,processes,0,0,NNS
458,it,0,0,PRP
459,in,0,0,IN
460,the,0,0,DT
461,following,0,0,VBG
462,manner,0,0,NN
463,o,0,0,NN
464,It,0,0,PRP
465,first,0,0,RB
466,looks,0,0,NNS
467,up,0,0,RB
468,the,0,0,DT
469,request,0,0,NN
470,in,0,0,IN
471,the,0,0,DT
472,DRC,0,0,NN
473,NULL.,0,0,NNP
474,If,0,0,IN
475,there,0,0,RB
476,is,0,0,VBZ
477,a,0,0,DT
478,hit,0,0,NN
479,it,0,0,PRP
480,returns,0,0,NNS
481,the,0,0,DT
482,result,0,0,NN
483,cached,0,0,NNS
484,in,0,0,IN
485,the,0,0,DT
486,DRC,0,0,NN
487,NULL.,0,0,NNP
488,The,0,0,DT
489,server,0,0,NN
490,does,0,0,VBZ
491,NOT,0,0,NN
492,remove,0,0,VB
493,client,0,0,NN
494,state,0,0,NN
495,locks,0,0,NNS
496,shares,0,0,NNS
497,delegations,0,0,NNS
498,nor,0,0,CC
499,does,0,0,VBZ
500,it,0,0,PRP
501,modify,0,0,NN
502,any,0,0,DT
503,recorded,0,0,VBN
504,callback,0,0,NN
505,and,0,0,CC
506,callback_ident,0,0,NN
507,information,0,0,NN
508,for,0,0,IN
509,client,0,0,NN
510,,0,0,.
511,x,0,0,NN
512,,0,0,.
513,For,0,0,IN
514,any,0,0,DT
515,DRC,0,0,NN
516,miss,0,0,NN
517,the,0,0,DT
518,server,0,0,NN
519,takes,0,0,VBZ
520,the,0,0,DT
521,client,0,0,NN
522,ID,0,0,NN
523,string,0,0,NN
524,x,0,0,NN
525,and,0,0,CC
526,searches,0,0,NNS
527,for,0,0,IN
528,client,0,0,NN
529,records,0,0,NNS
530,for,0,0,IN
531,x,0,0,NN
532,that,0,0,IN
533,the,0,0,DT
534,server,0,0,NN
535,may,0,0,MD
536,have,0,0,VB
537,recorded,0,0,VBN
538,from,0,0,IN
539,previous,0,0,JJ
540,SETCLIENTID,0,0,NN
541,calls,0,0,NNS
542,NULL.,0,0,NNP
543,For,0,0,IN
544,any,0,0,DT
545,confirmed,0,0,VBN
546,record,0,0,NN
547,with,0,0,IN
548,the,0,0,DT
549,same,0,0,JJ
550,id,0,0,NN
551,string,0,0,NN
552,x,0,0,NN
553,if,0,0,IN
554,the,0,0,DT
555,recorded,0,0,VBN
556,principal,0,0,NN
557,does,0,0,VBZ
558,not,0,0,RB
559,match,0,0,NN
560,that,0,0,IN
561,of,0,0,IN
562,the,0,0,DT
563,SETCLIENTID,0,0,NN
564,call,0,0,NN
565,then,0,0,RB
566,the,0,0,DT
567,server,0,0,NN
568,returns,0,0,NNS
569,an,0,0,DT
570,NFS4ERR_CLID_INUSE,0,0,NN
571,error,0,0,NN
572,For,0,0,IN
573,brevity,0,0,NN
574,of,0,0,IN
575,discussion,0,0,NN
576,the,0,0,DT
577,remaining,0,0,VBG
578,description,0,0,NN
579,of,0,0,IN
580,the,0,0,DT
581,processing,0,0,NN
582,assumes,0,0,NNS
583,that,0,0,IN
584,there,0,0,RB
585,was,0,0,VBD
586,a,0,0,DT
587,DRC,0,0,NN
588,miss,0,0,NN
589,and,0,0,CC
590,that,0,0,IN
591,where,0,0,WRB
592,the,0,0,DT
593,server,0,0,NN
594,has,0,0,VBZ
595,previously,0,0,RB
596,recorded,0,0,VBN
597,a,0,0,DT
598,confirmed,0,0,VBN
599,record,0,0,NN
600,for,0,0,IN
601,client,0,0,NN
602,x,0,0,NN
603,the,0,0,DT
604,aforementioned,0,0,VBN
605,principal,0,0,NN
606,check,0,0,NN
607,has,0,0,VBZ
608,successfully,0,0,RB
609,passed,0,0,VBN
610,o,0,0,NN
611,The,0,0,DT
612,server,0,0,NN
613,checks,0,0,NNS
614,if,0,0,IN
615,it,0,0,PRP
616,has,0,0,VBZ
617,recorded,0,0,VBN
618,a,0,0,DT
619,confirmed,0,0,VBN
620,record,0,0,NN
621,for,0,0,IN
622,,0,0,.
623,v,0,0,NN
624,x,0,0,NN
625,c,0,0,NNS
626,l,0,0,NN
627,s,0,0,NN
628,,0,0,.
629,where,0,0,WRB
630,l,0,0,NN
631,may,0,0,MD
632,or,0,0,CC
633,may,0,0,MD
634,not,0,0,RB
635,equal,0,0,JJ
636,k,0,0,NN
637,NULL.,0,0,NNP
638,If,0,0,IN
639,so,0,0,RB
640,and,0,0,CC
641,since,0,0,IN
642,the,0,0,DT
643,id,0,0,NN
644,verifier,0,0,NN
645,v,0,0,NN
646,of,0,0,IN
647,the,0,0,DT
648,request,0,0,NN
649,matches,0,0,NNS
650,that,0,0,IN
651,which,0,0,WDT
652,is,0,0,VBZ
653,confirmed,0,0,VBN
654,and,0,0,CC
655,recorded,0,0,VBN
656,the,0,0,DT
657,server,0,0,NN
658,treats,0,0,NNS
659,this,0,0,DT
660,as,0,0,IN
661,a,0,0,DT
662,probable,0,0,JJ
663,callback,0,0,NN
664,information,0,0,NN
665,update,0,0,NN
666,and,0,0,CC
667,records,0,0,NNS
668,an,0,0,DT
669,unconfirmed,0,0,JJ
670,,0,0,.
671,v,0,0,NN
672,x,0,0,NN
673,c,0,0,NNS
674,k,0,0,NN
675,t,0,0,NN
676,,0,0,.
677,and,0,0,CC
678,leaves,0,0,NNS
679,the,0,0,DT
680,confirmed,0,0,VBN
681,,0,0,.
682,v,0,0,NN
683,x,0,0,NN
684,c,0,0,NNS
685,l,0,0,NN
686,s,0,0,NN
687,,0,0,.
688,in,0,0,IN
689,place,0,0,NN
690,such,0,0,JJ
691,that,0,0,IN
692,t,0,0,NN
693,!=,0,0,.
694,s,0,0,NN
695,NULL.,0,0,NNP
696,It,0,0,PRP
697,does,0,0,VBZ
698,not,0,0,RB
699,matter,0,0,NN
700,whether,0,0,IN
701,k,0,0,NN
702,equals,0,0,NNS
703,l,0,0,NN
704,or,0,0,CC
705,not,0,0,RB
706,NULL.,0,0,NNP
707,Any,0,0,DT
708,pre-existing,0,0,NN
709,unconfirmed,0,0,JJ
710,,0,0,.
711,v,0,0,NN
712,x,0,0,NN
713,c,0,0,NNS
714,*,0,0,NN
715,*,0,0,NN
716,,0,0,.
717,is,0,0,VBZ
718,removed,0,0,VBN
719,The,0,0,DT
720,server,0,0,NN
721,returns,0,0,NNS
722,,0,0,.
723,c,0,0,NNS
724,t,0,0,NN
725,,0,0,.
726,NULL.,0,0,NNP
727,It,0,0,PRP
728,is,0,0,VBZ
729,indeed,0,0,RB
730,returning,0,0,VBG
731,the,0,0,DT
732,old,0,0,JJ
733,clientid4,0,0,NN
734,value,0,0,NN
735,c,0,0,NNS
736,because,0,0,IN
737,the,0,0,DT
738,client,0,0,NN
739,apparently,0,0,RB
740,only,0,0,RB
741,wants,0,0,VBZ
742,to,0,0,TO
743,update,0,0,NN
744,callback,0,0,NN
745,value,0,0,NN
746,k,0,0,NN
747,to,0,0,TO
748,value,0,0,NN
749,l,0,0,NN
750,NULL.,0,0,NNP
751,It's,0,0,PRP
752,possible,0,0,JJ
753,this,0,0,DT
754,request,0,0,NN
755,is,0,0,VBZ
756,one,0,0,CD
757,from,0,0,IN
758,the,0,0,DT
759,Byzantine,0,0,NN
760,router,0,0,NN
761,that,0,0,IN
762,has,0,0,VBZ
763,stale,0,0,NN
764,callback,0,0,NN
765,information,0,0,NN
766,but,0,0,CC
767,this,0,0,DT
768,is,0,0,VBZ
769,not,0,0,RB
770,a,0,0,DT
771,problem,0,0,NN
772,NULL.,0,0,NNP
773,The,0,0,DT
774,callback,0,0,NN
775,information,0,0,NN
776,update,0,0,NN
777,is,0,0,VBZ
778,only,0,0,RB
779,confirmed,0,0,VBN
780,if,0,0,IN
781,followed,0,0,VBD
782,up,0,0,RB
783,by,0,0,IN
784,a,0,0,DT
785,SETCLIENTID_CONFIRM,0,0,NN
786,,0,0,.
787,c,0,0,NNS
788,t,0,0,NN
789,,0,0,.
790,The,0,0,DT
791,server,0,0,NN
792,awaits,0,0,NNS
793,confirmation,0,0,NN
794,of,0,0,IN
795,k,0,0,NN
796,via,0,0,IN
797,SETCLIENTID_CONFIRM,0,0,NN
798,,0,0,.
799,c,0,0,NNS
800,t,0,0,NN
801,,0,0,.
802,The,0,0,DT
803,server,0,0,NN
804,does,0,0,VBZ
805,NOT,0,0,NN
806,remove,0,0,VB
807,client,0,0,NN
808,lock/share/delegation,0,0,NN
809,state,0,0,NN
810,for,0,0,IN
811,x,0,0,NN
812,o,0,0,NN
813,The,0,0,DT
814,server,0,0,NN
815,has,0,0,VBZ
816,previously,0,0,RB
817,recorded,0,0,VBN
818,a,0,0,DT
819,confirmed,0,0,VBN
820,,0,0,.
821,u,0,0,NN
822,x,0,0,NN
823,c,0,0,NNS
824,l,0,0,NN
825,s,0,0,NN
826,,0,0,.
827,record,0,0,NN
828,such,0,0,JJ
829,that,0,0,IN
830,v,0,0,NN
831,!=,0,0,.
832,u,0,0,NN
833,l,0,0,NN
834,may,0,0,MD
835,or,0,0,CC
836,may,0,0,MD
837,not,0,0,RB
838,equal,0,0,JJ
839,k,0,0,NN
840,and,0,0,CC
841,has,0,0,VBZ
842,not,0,0,RB
843,recorded,0,0,VBN
844,any,0,0,DT
845,unconfirmed,0,0,JJ
846,,0,0,.
847,*,0,0,NN
848,x,0,0,NN
849,*,0,0,NN
850,*,0,0,NN
851,*,0,0,NN
852,,0,0,.
853,record,0,0,NN
854,for,0,0,IN
855,x,0,0,NN
856,NULL.,0,0,NNP
857,The,0,0,DT
858,server,0,0,NN
859,records,0,0,NNS
860,an,0,0,DT
861,unconfirmed,0,0,JJ
862,,0,0,.
863,v,0,0,NN
864,x,0,0,NN
865,d,0,0,NN
866,k,0,0,NN
867,t,0,0,NN
868,,0,0,.
869,d,0,0,NN
870,!=,0,0,.
871,c,0,0,NNS
872,t,0,0,NN
873,!=,0,0,.
874,s,0,0,NN
875,The,0,0,DT
876,server,0,0,NN
877,returns,0,0,NNS
878,,0,0,.
879,d,0,0,NN
880,t,0,0,NN
881,,0,0,.
882,The,0,0,DT
883,server,0,0,NN
884,awaits,0,0,NNS
885,confirmation,0,0,NN
886,of,0,0,IN
887,,0,0,.
888,d,0,0,NN
889,k,0,0,NN
890,,0,0,.
891,via,0,0,IN
892,SETCLIENTID_CONFIRM,0,0,NN
893,,0,0,.
894,d,0,0,NN
895,t,0,0,NN
896,,0,0,.
897,The,0,0,DT
898,server,0,0,NN
899,does,0,0,VBZ
900,NOT,0,0,NN
901,remove,0,0,VB
902,client,0,0,NN
903,lock/share/delegation,0,0,NN
904,state,0,0,NN
905,for,0,0,IN
906,x,0,0,NN
907,o,0,0,NN
908,The,0,0,DT
909,server,0,0,NN
910,has,0,0,VBZ
911,previously,0,0,RB
912,recorded,0,0,VBN
913,a,0,0,DT
914,confirmed,0,0,VBN
915,,0,0,.
916,u,0,0,NN
917,x,0,0,NN
918,c,0,0,NNS
919,l,0,0,NN
920,s,0,0,NN
921,,0,0,.
922,record,0,0,NN
923,such,0,0,JJ
924,that,0,0,IN
925,v,0,0,NN
926,!=,0,0,.
927,u,0,0,NN
928,l,0,0,NN
929,may,0,0,MD
930,or,0,0,CC
931,may,0,0,MD
932,not,0,0,RB
933,equal,0,0,JJ
934,k,0,0,NN
935,and,0,0,CC
936,recorded,0,0,VBN
937,an,0,0,DT
938,unconfirmed,0,0,JJ
939,,0,0,.
940,w,0,0,NN
941,x,0,0,NN
942,d,0,0,NN
943,m,0,0,NN
944,t,0,0,NN
945,,0,0,.
946,record,0,0,NN
947,such,0,0,JJ
948,that,0,0,IN
949,c,0,0,NNS
950,!=,0,0,.
951,d,0,0,NN
952,t,0,0,NN
953,!=,0,0,.
954,s,0,0,NN
955,m,0,0,NN
956,may,0,0,MD
957,or,0,0,CC
958,may,0,0,MD
959,not,0,0,RB
960,equal,0,0,JJ
961,k,0,0,NN
962,m,0,0,NN
963,may,0,0,MD
964,or,0,0,CC
965,may,0,0,MD
966,not,0,0,RB
967,equal,0,0,JJ
968,l,0,0,NN
969,and,0,0,CC
970,k,0,0,NN
971,may,0,0,MD
972,or,0,0,CC
973,may,0,0,MD
974,not,0,0,RB
975,equal,0,0,JJ
976,l,0,0,NN
977,NULL.,0,0,NNP
978,Whether,0,0,IN
979,w,0,0,NN
980,==,0,0,NN
981,v,0,0,NN
982,or,0,0,CC
983,w,0,0,NN
984,!=,0,0,.
985,v,0,0,NN
986,makes,0,0,VBZ
987,no,0,0,DT
988,difference,0,0,NN
989,NULL.,0,0,NNP
990,The,0,0,DT
991,server,0,0,NN
992,simply,0,0,RB
993,removes,0,0,NNS
994,the,0,0,DT
995,unconfirmed,0,0,JJ
996,,0,0,.
997,w,0,0,NN
998,x,0,0,NN
999,d,0,0,NN
1000,m,0,0,NN
1001,t,0,0,NN
1002,,0,0,.
1003,record,0,0,NN
1004,and,0,0,CC
1005,replaces,0,0,NNS
1006,it,0,0,PRP
1007,with,0,0,IN
1008,an,0,0,DT
1009,unconfirmed,0,0,JJ
1010,,0,0,.
1011,v,0,0,NN
1012,x,0,0,NN
1013,e,0,0,NN
1014,k,0,0,NN
1015,r,0,0,NN
1016,,0,0,.
1017,record,0,0,NN
1018,such,0,0,JJ
1019,that,0,0,IN
1020,e,0,0,NN
1021,!=,0,0,.
1022,d,0,0,NN
1023,e,0,0,NN
1024,!=,0,0,.
1025,c,0,0,NNS
1026,r,0,0,NN
1027,!=,0,0,.
1028,t,0,0,NN
1029,r,0,0,NN
1030,!=,0,0,.
1031,s,0,0,NN
1032,The,0,0,DT
1033,server,0,0,NN
1034,returns,0,0,NNS
1035,,0,0,.
1036,e,0,0,NN
1037,r,0,0,NN
1038,,0,0,.
1039,The,0,0,DT
1040,server,0,0,NN
1041,awaits,0,0,NNS
1042,confirmation,0,0,NN
1043,of,0,0,IN
1044,,0,0,.
1045,e,0,0,NN
1046,k,0,0,NN
1047,,0,0,.
1048,via,0,0,IN
1049,SETCLIENTID_CONFIRM,0,0,NN
1050,,0,0,.
1051,e,0,0,NN
1052,r,0,0,NN
1053,,0,0,.
1054,The,0,0,DT
1055,server,0,0,NN
1056,does,0,0,VBZ
1057,NOT,0,0,NN
1058,remove,0,0,VB
1059,client,0,0,NN
1060,lock/share/delegation,0,0,NN
1061,state,0,0,NN
1062,for,0,0,IN
1063,x,0,0,NN
1064,o,0,0,NN
1065,The,0,0,DT
1066,server,0,0,NN
1067,has,0,0,VBZ
1068,no,0,0,DT
1069,confirmed,0,0,VBN
1070,,0,0,.
1071,*,0,0,NN
1072,x,0,0,NN
1073,*,0,0,NN
1074,*,0,0,NN
1075,*,0,0,NN
1076,,0,0,.
1077,for,0,0,IN
1078,x,0,0,NN
1079,NULL.,0,0,NNP
1080,It,0,0,PRP
1081,may,0,0,MD
1082,or,0,0,CC
1083,may,0,0,MD
1084,not,0,0,RB
1085,have,0,0,VB
1086,recorded,0,0,VBN
1087,an,0,0,DT
1088,unconfirmed,0,0,JJ
1089,,0,0,.
1090,u,0,0,NN
1091,x,0,0,NN
1092,c,0,0,NNS
1093,l,0,0,NN
1094,s,0,0,NN
1095,,0,0,.
1096,where,0,0,WRB
1097,l,0,0,NN
1098,may,0,0,MD
1099,or,0,0,CC
1100,may,0,0,MD
1101,not,0,0,RB
1102,equal,0,0,JJ
1103,k,0,0,NN
1104,and,0,0,CC
1105,u,0,0,NN
1106,may,0,0,MD
1107,or,0,0,CC
1108,may,0,0,MD
1109,not,0,0,RB
1110,equal,0,0,JJ
1111,v,0,0,NN
1112,NULL.,0,0,NNP
1113,Any,0,0,DT
1114,unconfirmed,0,0,JJ
1115,record,0,0,NN
1116,,0,0,.
1117,u,0,0,NN
1118,x,0,0,NN
1119,c,0,0,NNS
1120,l,0,0,NN
1121,*,0,0,NN
1122,,0,0,.
1123,regardless,0,0,RB
1124,of,0,0,IN
1125,whether,0,0,IN
1126,u,0,0,NN
1127,==,0,0,NN
1128,v,0,0,NN
1129,or,0,0,CC
1130,l,0,0,NN
1131,==,0,0,NN
1132,k,0,0,NN
1133,is,0,0,VBZ
1134,replaced,0,0,VBN
1135,with,0,0,IN
1136,an,0,0,DT
1137,unconfirmed,0,0,JJ
1138,record,0,0,NN
1139,,0,0,.
1140,v,0,0,NN
1141,x,0,0,NN
1142,d,0,0,NN
1143,k,0,0,NN
1144,t,0,0,NN
1145,,0,0,.
1146,where,0,0,WRB
1147,d,0,0,NN
1148,!=,0,0,.
1149,c,0,0,NNS
1150,t,0,0,NN
1151,!=,0,0,.
1152,s,0,0,NN
1153,The,0,0,DT
1154,server,0,0,NN
1155,returns,0,0,NNS
1156,,0,0,.
1157,d,0,0,NN
